-11.187202	-1.5032423	-12.423759
-13.285744	-1.9711393	-14.112771
-5.5913324	-0.015757812	-16.846853
-5.3556256	-0.24835148	-13.947309
-5.37031	-0.2763334	-13.9713125
-5.59024	-0.011036896	-16.862507
-5.284808	-0.07888024	-13.845407
-13.766396	-2.3750374	-14.500988
-14.046349	-2.7964659	-15.882175
-13.991641	-2.8109791	-16.055584
-13.958544	-2.7718356	-16.070559
-13.915654	-2.755741	-16.114185
-13.8532295	-3.0592425	-16.854181
-13.81228	-3.1795819	-17.159044
-10.155664	20.310522	-21.338297
-19.574104	3.4051843	-2.6777642
4.1031275	1.5001488	-5.751947
4.0986705	1.5013564	-5.7533584
4.0961018	1.5393568	-5.7711067
3.9079545	1.4640899	-5.795702
4.0246673	1.4491901	-5.743033
4.1063557	1.5046302	-5.752544
-15.042031	-0.65402013	-6.1536117
-13.721976	-0.6471433	-10.899188
-13.853524	0.040790237	-8.520961
-13.719872	-0.6759839	-11.1717205
-16.289228	-15.881655	7.828199
-16.351965	-15.947292	8.11371
-16.39046	-15.989254	8.300048
-16.450909	-16.06263	8.616374
-16.454647	-16.068619	8.640039
-16.454401	-16.068243	8.634991
-15.999257	-1.9465406	-4.502146
-15.918171	-1.9485434	-4.451587
-3.1491857	-23.02132	2.592682
-3.1491857	-23.02132	2.592682
-3.1491857	-23.02132	2.592682
-3.1491857	-23.02132	2.592682
-3.1491957	-23.021357	2.5926585
-3.1491957	-23.021357	2.5926585
-3.1491957	-23.021357	2.5926585
-3.1491957	-23.021357	2.5926585
-3.1491957	-23.021357	2.5926585
-3.1491957	-23.021357	2.5926585
-3.1491957	-23.021357	2.5926585
-3.149186	-23.021309	2.5926828
1.1055951	-3.3835778	-15.921012
1.1055213	-3.3838403	-15.92089
1.1054711	-3.3833485	-15.921446
1.1055213	-3.3838403	-15.92089
1.1055213	-3.3838403	-15.92089
1.1055213	-3.3838403	-15.92089
1.1054715	-3.383347	-15.921446
1.1053431	-3.3838234	-15.920551
1.1053438	-3.383822	-15.920551
1.1053438	-3.383822	-15.920551
1.105393	-3.3838358	-15.920569
1.1055307	-3.383637	-15.921558
-24.855371	1.8185008	1.7277973
-24.855371	1.8185008	1.7277973
-10.330686	-12.584124	-13.1438465
6.390138	5.966015	-6.0938725
5.812443	7.119275	-7.4912186
-14.522442	-5.499426	-12.600906
-16.518326	-5.662457	-11.914185
-16.542599	-5.65771	-11.844392
-19.296417	2.9967349	-0.39939404
-16.523333	-2.314278	-1.657684
-18.283052	-0.55402017	-2.6070635
8.626769	15.644198	0.4306277
-16.617813	-2.152002	-1.6929045
-16.532928	-2.19218	-1.6491824
-16.508678	-2.3551142	-1.6519483
-19.411856	-5.2511115	-0.9047351
-6.8334584	-9.1420555	-10.138546
-7.3716993	-8.360614	-5.7033477
-7.6007633	-5.3501554	-5.70025
-7.6544056	-6.899997	-6.3396683
-22.62686	-2.2630706	-3.677651
-22.554153	-8.527148	4.845213
-22.994629	-6.0375166	6.7075386
-7.7419505	-5.320121	-5.8250675
-6.431623	-10.848029	-6.0781083
-11.319031	-4.70601	-3.6450899
-7.824114	0.9198264	-6.2006836
-7.399061	-10.86851	-5.603735
-5.1566825	-13.535887	-1.0627456
-11.56912	-5.001798	-2.791987
-11.470693	-2.8035927	-3.0133429
-6.8334584	-9.1420555	-10.138545
-7.371651	-8.360636	-5.703325
-7.6008425	-5.350101	-5.7001038
-7.6544347	-6.89974	-6.3397126
-22.62689	-2.2630718	-3.6776507
-22.55378	-8.527176	4.845275
-22.994629	-6.0375166	6.7075386
-5.7773275	-4.608567	-6.40482
-6.004211	-10.921215	-6.0388584
-9.635577	-3.5074317	-1.2326071
1.5795628	9.117425	0.3128787
-7.0442038	-11.687854	-3.3366659
-5.6099367	-13.657108	-1.0438328
-10.513752	-3.9014494	-1.8301016
-10.561437	-2.5865047	-2.526376
-6.9805155	-9.175388	-10.223013
-6.324448	-7.3345604	-4.6505833
-6.0806394	-4.9073243	-6.389214
-1.6811572	-4.217497	-3.9738677
-13.837138	10.511852	-0.7715015
-22.494358	-8.554901	4.8502855
-21.485085	-6.183362	6.5405717
-5.777333	-4.6085515	-6.40477
-6.004284	-10.92153	-6.038821
-9.635565	-3.507432	-1.2326108
1.5795628	9.117425	0.3128787
-7.0442057	-11.687907	-3.3366659
-5.6099243	-13.657108	-1.0438328
-10.5136595	-3.9014509	-1.8300976
-10.561437	-2.5865047	-2.526376
-15.602044	-11.552975	-11.384104
-17.818697	-10.53463	-11.801258
4.2958674	12.354814	5.5390987
-9.610634	-9.926894	2.7490551
-12.028657	4.739716	-8.262174
-0.29981062	-12.439739	-17.085163
-14.177421	-14.430762	-7.7867746
-10.086559	-8.600257	-0.12988472
-11.784441	-7.722531	-23.412283
-15.08497	-16.412764	-11.486018
-11.816339	-7.712611	-23.403904
0.7759664	-1.2599254	8.938355
-9.246436	6.0276275	-18.159914
-23.739054	11.47073	-1.1734798
-9.176343	6.041009	-18.116001
-23.73855	11.468642	-1.172799
-23.723864	11.452837	-1.1965847
-9.345586	6.001496	-18.218433
-23.74136	11.453649	-1.144228
19.062002	17.06373	-8.912749
